region_cd,region_nm,research_date,apt_type,price_gbn,rate,level_no
45000,전북,202103,7,AD,19.70356209272963,0
11A14,서남권,202103,3,AD,22.196693556364654,2
45000,전북,202103,0,AD,22.069384336401747,0
11A02,강남지역,202103,7,AD,27.552891523618726,1
30200,유성구,202106,1,MD,12.5,1
30000,대전,202106,7,MD,20.600059559261464,0
11170,용산구,202106,1,MD,6.896551724137931,3
44250,계룡시,202106,1,MD,10.555926916221035,1
31000,울산,202106,7,MD,25.806451612903224,0
31000,울산,202106,0,MD,16.62146487796837,0
11290,성북구,202106,1,MD,15.356161488057493,3
11A02,강남지역,202106,0,MD,20.746051192444448,1
11A14,서남권,202106,3,MD,19.379844961240313,2
29155,남구,202106,1,A,69.819111357926,1
A1000,전국,202106,7,A,45.910438123494814,0
27230,북구,202106,1,A,80.06337703231465,1
A2001,지방권,202106,3,A,69.852521638494,0
28140,동구,202106,1,A,76.10336187744497,1
36000,세종,202106,1,A,60.399642003303065,0
44210,서산시,202106,1,A,80.99097157602486,1
48000,경남,202106,7,A,44.25178073918084,0
11290,성북구,202106,1,A,66.76265125603585,3
41450,하남시,202106,1,A,57.031034696694874,2
11A12,동북권,202106,0,A,61.8547246151911,2
31710,울주군,202106,1,A,77.02824923504853,1
28245,계양구,202106,1,A,75.61836232641878,1
26260,동래구,202106,1,A,62.76594975705628,2
26A02,중부산권,202106,3,A,67.67164140891944,1
26710,기장군,202106,1,A,74.7517174409766,2
A1000,전국,202106,1,A,69.38042436697607,0
11A01,강북지역,202106,0,A,61.05081062238876,1
27000,대구,202106,1,A,71.50584225070985,0
11215,광진구,202106,1,A,58.64329050320117,3
11545,금천구,202106,1,A,63.96097872076456,3
41220,평택시,202106,1,A,69.34445775885828,2
11110,종로구,202106,1,A,60.054908379711044,3
41670,여주시,202106,1,A,81.36922026724142,2
44230,논산시,202106,1,A,74.89433938679232,1
41310,구리시,202106,1,A,54.89264655555915,2
30000,대전,202106,0,A,64.7514390792022,0
A2001,지방권,202101,1,AD,16.319451224456326,0
11560,영등포구,202101,1,AD,19.741471826648926,3
26200,영도구,202101,1,AD,34.44191846938682,2
A1000,전국,202101,3,AD,19.763838010267918,0
41A02,경부1권,202101,3,AD,25.33177953014134,1
A1000,전국,202101,0,AD,18.40316637029611,0
43111,상당구,202101,1,AD,13.358509911604171,2
44150,공주시,202101,1,AD,16.990036128478955,1
28260,서구,202101,1,AD,9.483768026276863,1
42170,동해시,202101,1,AD,15.238760055476188,1
A2001,지방권,202101,3,AD,17.488148287907844,0
41463,기흥구,202101,1,AD,14.28401604768124,3
41A03,경부2권,202102,0,A,68.18616897722232,1
45000,전북,202102,0,A,68.83258301064717,0
46000,전남,202102,0,A,61.17163696357145,0
A1000,전국,202102,1,A,70.63376287463765,0
A5000,5대광역시,202102,1,A,71.85874105518089,0
11140,중구,202102,1,A,65.50027539931871,3
11A12,동북권,202102,1,A,61.09917104088487,2
11A02,강남지역,202102,1,A,57.051058825763754,1
41A02,경부1권,202102,1,A,62.670974170390316,1
41410,군포시,202102,1,A,70.58395203787249,2
26170,동구,202103,1,AD,28.023453620401316,2
48170,진주시,202103,1,AD,42.85680033267956,1
44210,서산시,202103,1,AD,9.25508470363934,1
11A11,도심권,202103,0,AD,18.02620745854493,2
A5000,5대광역시,202103,0,AD,18.015397905371174,0
11A12,동북권,202103,3,AD,24.774528185704312,2
27170,서구,202103,1,AD,7.18292799375279,1
11A11,도심권,202103,3,AD,21.93539531730542,2
11A15,동남권,202103,1,AD,23.933087036262876,2
26470,연제구,202103,1,MD,20.483682983682982,2
11410,서대문구,202103,1,MD,25.924843157219136,3
11200,성동구,202103,1,MD,9.06947066523704,3
41A03,경부2권,202103,7,MD,16.528925619834713,1
47000,경북,202103,3,MD,12.599206349206348,0
A6000,8개도,202103,7,MD,17.81288463358165,0
48220,통영시,202103,1,MD,26.393188854489164,1
26140,서구,202103,1,MD,36.86034115138593,2
47250,상주시,202103,1,MD,9.347826086956522,1
48270,밀양시,202103,1,MD,21.50537634408602,1
11000,서울,202103,0,MD,21.78185292573021,0
43130,충주시,202106,1,M,83.64779874213836,1
48330,양산시,202103,1,A,71.19995385905726,1
28000,인천,202103,0,A,70.13200266257448,0
41A07,동부2권,202103,7,A,49.191110164315326,1
48270,밀양시,202103,1,A,71.62358683637076,1
31140,남구,202103,1,A,73.92826331105191,1
43114,청원구,202103,1,A,77.7330316303389,2
41360,남양주시,202103,1,A,70.2658018796542,2
45000,전북,202103,7,A,49.94281743401219,0
41650,포천시,202103,1,A,76.76143513026774,2
11A11,도심권,202102,0,M,54.14254512997937,2
30000,대전,202102,0,M,65.58742218323644,0
43000,충북,202102,0,M,67.9008216715279,0
A1000,전국,202102,1,M,71.35243012311831,0
11170,용산구,202102,1,M,47.1242356864925,3
11200,성동구,202102,1,M,58.26216728702859,3
11230,동대문구,202102,1,M,59.59841392880567,3
11260,중랑구,202102,1,M,65.5753171415822,3
11320,도봉구,202102,1,M,62.459820825642645,3
11380,은평구,202102,1,M,61.69190657827022,3
11A02,강남지역,202102,1,M,56.43590690725263,1
11470,양천구,202102,1,M,55.24786466539514,3
46000,전남,202105,7,MD,20.942982456140353,0
11560,영등포구,202105,1,MD,15.082956259426847,3
A3000,6대광역시,202105,1,MD,13.47741180786535,0
41650,포천시,202105,1,MD,18.39323467230444,2
26A02,중부산권,202105,7,MD,31.25,1
31000,울산,202105,0,MD,16.71838590530193,0
11A14,서남권,202105,3,MD,19.480519480519483,2
27000,대구,202105,0,MD,9.124702021152979,0
41220,평택시,202105,1,MD,8,2
44230,논산시,202105,1,MD,13.423423423423426,1
A2000,수도권,202105,3,MD,18.820191234288714,0
31140,남구,202105,1,MD,11.320754716981133,1
11110,종로구,202105,1,MD,15.72342592684157,3
43112,서원구,202105,1,MD,12.658227848101266,2
48000,경남,202105,3,MD,22.78481012658228,0
44210,서산시,202105,1,MD,10,1
41650,포천시,202106,1,MD,18.237250554323726,2
50110,제주시,202106,1,MD,4.410406029662047,1
11545,금천구,202103,1,A,64.48016404739943,3
A6000,8개도,202103,1,A,77.97120604879727,0
46230,광양시,202103,1,A,80.8325962322066,1
41287,일산서구,202103,1,A,72.64364713478125,3
A1000,전국,202103,0,A,64.94674440073086,0
41113,권선구,202102,1,A,72.11485980878042,3
41190,부천시,202102,1,A,68.26555945402487,2
41210,광명시,202102,1,A,56.54600320124313,2
41220,평택시,202102,1,A,71.12163044174864,2
41A04,경의권,202102,1,A,70.34828936621209,1
41650,포천시,202102,1,A,77.05414627558544,2
41150,의정부시,202102,1,A,78.3411826249888,2
28110,중구,202102,1,A,64.68682558034034,1
26000,부산,202102,1,A,68.90683221306656,0
26470,연제구,202102,1,A,66.70092377647714,2
26410,금정구,202102,1,A,69.96028754644217,2
30110,동구,202102,1,A,70.04832435333257,1
45111,완산구,202101,1,AD,33.28586456153373,2
41273,단원구,202101,1,AD,13.027049251923769,3
26710,기장군,202101,1,AD,14.230841310873446,2
26000,부산,202101,1,AD,21.9384755465276,0
44000,충남,202101,3,AD,17.28492897365383,0
41A06,동부1권,202101,0,AD,19.918991859096334,1
30200,유성구,202101,1,AD,14.819241198134788,1
41A05,경원권,202101,7,AD,22.33752580142442,1
41250,동두천시,202101,1,AD,11.080485259947087,2
41285,일산동구,202101,1,AD,13.763187137070027,3
11A12,동북권,202101,1,AD,26.417085070928426,2
46150,순천시,202101,1,AD,18.242250585929856,1
42000,강원,202101,7,AD,15.516060769833691,0
44250,계룡시,202105,1,MD,10.641007499646243,1
46150,순천시,202105,1,MD,14.580823471050952,1
26110,중구,202105,1,MD,20.844564240790657,2
36000,세종,202105,7,MD,15.503875968992247,0
31000,울산,202105,1,MD,14.49922780945911,0
26A02,중부산권,202105,1,MD,19.54022575004329,1
11A01,강북지역,202105,3,MD,20.5277894793945,1
42110,춘천시,202105,1,MD,11.695906432748536,1
47850,칠곡군,202105,1,MD,10.697940503432493,1
11230,동대문구,202105,1,MD,24.638767883072678,3
27710,달성군,202105,1,MD,6.968725718725718,1
11680,강남구,202105,1,MD,14.925373134328357,3
43111,상당구,202105,1,MD,11.976477337923122,2
11170,용산구,202105,1,MD,6.968641114982578,3
41273,단원구,202105,1,MD,11.483516483516484,3
47190,구미시,202105,1,MD,9.852216748768473,1
A9000,9개도,202105,3,MD,16.8227557640893,0
41A07,동부2권,202105,7,MD,21.12676056338028,1
41A07,동부2권,202105,1,MD,13.65768197259006,1
41A05,경원권,202105,3,A,71.75689009480337,1
41000,경기,202105,3,A,70.4852736459729,0
44000,충남,202105,7,A,45.33505688795419,0
A3000,6대광역시,202103,0,MD,15.612750757385681,0
26A01,동부산권,202103,3,MD,16.666666666666664,1
41550,안성시,202103,1,MD,11.834733893557422,2
27110,중구,202103,1,MD,5.55053502844585,1
44150,공주시,202103,1,MD,16.597796143250687,1
11A14,서남권,202103,7,MD,26.64682294994974,2
26200,영도구,202103,1,MD,29.631255487269538,2
36000,세종,202103,3,MD,9.090909090909092,0
41A07,동부2권,202103,3,MD,16.94915254237288,1
36000,세종,202103,0,MD,6.847396019690913,0
26230,부산진구,202101,1,MD,16.75084175084175,2
11000,서울,202101,3,MD,20.754163801254336,0
45180,정읍시,202101,1,MD,16.194597429845263,1
48220,통영시,202101,1,MD,26.393188854489164,1
44131,동남구,202101,1,MD,10.714285714285714,2
44200,아산시,202101,1,MD,10.81081081081081,1
42150,강릉시,202101,1,MD,12,1
48270,밀양시,202101,1,MD,21.50537634408602,1
11590,동작구,202101,1,MD,19.230769230769234,3
26A03,서부산권,202105,7,A,42.75417486829936,1
41A06,동부1권,202105,0,A,64.36333183369007,1
48125,마산합포구,202105,1,A,80.6822212678755,2
30230,대덕구,202105,1,A,69.69978691497268,1
45210,김제시,202105,1,A,76.35808095815959,1
A5000,5대광역시,202105,3,A,68.22065204975357,0
A6000,8개도,202105,3,A,71.48650732961018,0
28245,계양구,202105,1,A,76.38583600723604,1
41285,일산동구,202105,1,A,74.02624552194254,3
A5000,5대광역시,202105,0,A,65.60897242770632,0
50000,제주,202105,3,A,66.89619875926527,0
41590,화성시,202105,1,A,64.69771492965694,2
28000,인천,202105,1,A,72.52245248327553,0
29110,동구,202105,1,A,76.57326323409048,1
36000,세종,202105,7,A,35.15010330348546,0
43000,충북,202105,0,A,67.01659878420021,0
41A05,경원권,202105,1,A,74.8822084958972,1
41A05,경원권,202105,0,A,69.4697422664652,1
11A13,서북권,202105,7,A,45.50680369669246,2
11A11,도심권,202105,7,A,38.476766782932486,2
31000,울산,202105,7,A,46.032058285255545,0
46130,여수시,202105,1,A,73.0797054403317,1
11740,강동구,202105,1,A,57.37162375944928,3
11A12,동북권,202105,3,A,70.72729823899368,2
41A06,동부1권,202105,7,A,46.77764135292659,1
28000,인천,202103,7,MD,19.526143790849673,0
29000,광주,202103,1,MD,16.313615505806116,0
11110,종로구,202103,1,MD,15.72342592684157,3
26350,해운대구,202103,1,MD,9.684981684981684,2
11A13,서북권,202103,0,MD,18.860115028061536,2
11260,중랑구,202103,1,MD,18.605053651782622,3
48250,김해시,202103,1,MD,15.68844592100406,1
11A11,도심권,202103,3,MD,16.80672268907563,2
44250,계룡시,202103,1,MD,11.020036429872496,1
11650,서초구,202106,1,M,55.72898932053862,3
A6000,8개도,202106,3,M,72.24748043929254,0
26A02,중부산권,202106,3,AD,24.043321505987254,1
43113,흥덕구,202106,1,AD,9.886825141781673,2
41A05,경원권,202106,1,AD,12.902514078360664,1
26350,해운대구,202106,1,AD,11.233044628463901,2
47170,안동시,202106,1,AD,12.191804191352913,1
11A15,동남권,202106,7,AD,28.43224369318591,2
41460,용인시,202106,1,AD,14.031714037382306,2
30000,대전,202105,1,A,70.06478742704468,0
48123,성산구,202105,1,A,78.70095736837726,2
A2001,지방권,202105,1,A,74.66318501409516,0
41310,구리시,202105,1,A,55.23906884851664,2
A9000,9개도,202105,7,A,46.460921866945526,0
41A02,경부1권,202105,1,A,59.66371485453844,1
43150,제천시,202105,1,A,79.5131938603057,1
41461,처인구,202105,1,A,73.97902854107545,3
26A01,동부산권,202105,7,A,41.36578187294017,1
43112,서원구,202105,1,A,85.00347639373362,2
A2001,지방권,202105,0,A,64.91973028707459,0
11290,성북구,202105,1,A,66.7335814063087,3
41287,일산서구,202105,1,A,72.17886494719875,3
27000,대구,202105,0,A,64.16890513670295,0
41000,경기,202105,1,A,66.54523633449317,0
11710,송파구,202105,1,A,50.1581185105721,3
A5000,5대광역시,202105,1,A,71.56932558101327,0
41273,단원구,202105,1,A,64.90148752050416,3
26440,강서구,202106,1,AD,11.263055325594694,2
44810,예산군,202106,1,AD,13.430731985581692,1
41000,경기,202106,0,AD,16.571638600927557,0
26410,금정구,202106,1,AD,33.86670433510994,2
42230,삼척시,202106,1,AD,15.021056106513972,1
43000,충북,202106,3,AD,13.64059770416825,0
11000,서울,202106,1,AD,23.88619707055297,0
A5000,5대광역시,202106,7,AD,23.830569715278294,0
30000,대전,202106,3,AD,19.057507951165803,0
46130,여수시,202106,1,AD,15.088033285855362,1
28237,부평구,202106,1,AD,10.497346892699232,1
41590,화성시,202103,1,M,68.67602978894348,2
41390,시흥시,202103,1,M,68.45730789660055,2
11380,은평구,202103,1,M,61.80209461899603,3
26A02,중부산권,202103,3,M,69.67213114754098,1
28177,미추홀구,202103,1,M,75.91297905300733,1
41A05,경원권,202103,3,M,71.69811320754717,1
42150,강릉시,202103,1,M,86.78845101258894,1
26350,해운대구,202103,1,M,63.501602564102555,2
11000,서울,202103,0,M,61.67459096943701,0
41110,수원시,202103,1,M,69.07682184162547,2
11A14,서남권,202103,7,M,44.99370823570251,2
41130,성남시,202103,1,M,57.64998233891689,2
A3000,6대광역시,202103,1,M,73.43577455863165,0
27110,중구,202102,1,A,68.95656622318924,1
27170,서구,202102,1,A,64.71716911145771,1
31170,동구,202102,1,A,73.98862113908368,1
31710,울주군,202102,1,A,74.73419885978836,1
42110,춘천시,202102,1,A,85.8922535884977,1
42150,강릉시,202102,1,A,86.52027932433465,1
42210,속초시,202102,1,A,78.12850649978174,1
43112,서원구,202102,1,A,85.84375622190981,2
44250,계룡시,202102,1,A,75.61871896066464,1
44800,홍성군,202102,1,A,76.53521225573098,1
44810,예산군,202102,1,A,72.30113593415987,1
47000,경북,202102,1,A,78.68936909614786,0
47110,포항시,202102,1,A,78.78037124934762,1
47290,경산시,202102,1,A,77.49743951538429,1
48125,마산합포구,202102,1,A,81.68299539533068,2
48270,밀양시,202102,1,A,71.48736129270378,1
48330,양산시,202102,1,A,71.37934887617735,1
11305,강북구,202105,1,M,65.21244572311463,3
27110,중구,202105,1,M,70.32495788882652,1
11A01,강북지역,202105,3,M,72.00825639626933,1
48121,의창구,202105,1,M,74.29739110961819,2
11A15,동남권,202105,7,M,38.6500754147813,2
26A02,중부산권,202105,1,M,71.5425537626818,1
11590,동작구,202105,1,M,59.5640132932426,3
11A13,서북권,202105,7,M,48.25270070830155,2
29000,광주,202105,1,M,78.72482321116074,0
11A15,동남권,202105,3,M,71,2
41170,안양시,202105,1,M,60.958736029410666,2
26A02,중부산권,202105,0,M,65.26612985546156,1
46230,광양시,202105,1,M,81.53925857702049,1
50000,제주,202105,1,M,67.50819958655808,0
11410,서대문구,202105,1,M,60.19458380954226,3
11680,강남구,202105,1,M,49.08946189222122,3
48120,창원시,202105,1,M,78.10096858617267,1
26A01,동부산권,202105,0,M,63.194282748684635,1
11230,동대문구,202105,1,M,59.251348133622805,3
11A11,도심권,202105,1,M,53.7515410830406,2
41590,화성시,202105,1,M,67.75343418535907,2
26A03,서부산권,202105,7,M,42.238267148014444,1
46150,순천시,202105,1,M,79.68501984126983,1
26A02,중부산권,202103,3,MD,22.55639097744361,1
45111,완산구,202103,1,MD,34.74833546072377,2
42000,강원,202103,0,MD,11.671074879551945,0
41287,일산서구,202103,1,MD,9.324059986959357,3
11A12,동북권,202103,0,MD,25.425026582026256,2
47000,경북,202103,7,MD,11.76470588235294,0
26A01,동부산권,202103,7,MD,26.38888888888889,1
11A12,동북권,202103,3,MD,23.923444976076556,2
11A12,동북권,202103,1,MD,24.4990677372479,2
48000,경남,202103,0,MD,24.07147227752838,0
41430,의왕시,202103,1,MD,15.060240963855422,2
43000,충북,202103,0,MD,13.069792251743412,0
31000,울산,202103,3,MD,16.751985197748827,0
A5000,5대광역시,202103,3,M,69.46551752798254,0
41A03,경부2권,202103,7,M,51.4018691588785,1
41A01,서해안권,202103,3,M,69.54451345755693,1
41500,이천시,202103,1,M,82.06280193236715,2
48129,진해구,202103,1,M,74.00426742532005,2
A2000,수도권,202102,3,A,71.12715481035669,0
A6000,8개도,202102,3,A,71.415844710622,0
11A01,강북지역,202102,3,A,70.08870872990933,1
41A06,동부1권,202102,3,A,69.71867795931213,1
26000,부산,202102,3,A,69.03089528568057,0
43000,충북,202102,3,A,73.99860984776188,0
48000,경남,202102,3,A,69.81464352219582,0
50000,제주,202102,3,A,66.81327955770617,0
A3000,6대광역시,202101,0,MD,15.78188951631505,0
11380,은평구,202101,1,MD,21.344935987972118,3
A5000,5대광역시,202101,0,MD,16.812407006730577,0
41550,안성시,202101,1,MD,12.195121951219512,2
11A11,도심권,202101,7,MD,22.857142857142858,2
41A01,서해안권,202101,3,MD,15.625,1
43000,충북,202101,1,MD,11.414160382681409,0
27000,대구,202101,0,MD,9.303743263477742,0
50000,제주,202101,0,MD,4.733136879376302,0
26440,강서구,202101,1,MD,11.320754716981133,2
41A03,경부2권,202101,3,MD,16.666666666666664,1
26260,동래구,202101,1,MD,39.332613779456736,2
44810,예산군,202105,1,M,70.55849783341358,1
44230,논산시,202105,1,M,74.95744191396365,1
A3000,6대광역시,202105,3,M,70.53123375636262,0
A3000,6대광역시,202105,7,M,44.30037853923325,0
26350,해운대구,202105,1,M,61.53846153846154,2
44000,충남,202105,7,M,44.0828911163522,0
11A13,서북권,202105,3,M,72.140522875817,2
41650,포천시,202105,1,M,76.45615446500402,2
30230,대덕구,202105,1,M,73.7979975794917,1
44250,계룡시,202105,1,M,78.32651391162028,1
A9000,9개도,202105,1,M,72.98359552543424,0
A2000,수도권,202105,7,M,48.168762864392356,0
41271,상록구,202105,1,M,61.91677175283733,3
A3000,6대광역시,202105,1,M,73.07180049903901,0
44000,충남,202105,1,M,79.23988935886356,0
26000,부산,202105,1,M,70.34802498911313,0
47190,구미시,202105,1,M,84.39153439153439,1
31000,울산,202105,0,M,68.04968424369355,0
43770,음성군,202105,1,M,73.29383366249726,1
42210,속초시,202105,1,M,78.01064338674958,1
41500,이천시,202105,1,M,81.99847444698702,2
11350,노원구,202105,1,M,60.94115643235878,3
41280,고양시,202105,1,M,70.57779270156999,2
11290,성북구,202105,1,M,66.61448213229704,3
11A14,서남권,202105,3,M,78.125,2
41000,경기,202105,1,M,67.20975007473353,0
27290,달서구,202103,1,MD,6.578947368421052,1
46230,광양시,202106,1,AD,10.631030276094048,1
41A01,서해안권,202106,0,AD,14.674050717939686,1
28185,연수구,202106,1,AD,8.732697283216556,1
41A03,경부2권,202106,1,AD,14.47321001259669,1
41000,경기,202106,3,AD,19.707713271325094,0
46000,전남,202106,7,AD,22.438932949899105,0
41A05,경원권,202106,3,AD,19.618141499509896,1
41A06,동부1권,202106,3,AD,24.805936624767757,1
29000,광주,202106,7,AD,25.580553148516,0
A3000,6대광역시,202106,7,AD,23.4689138591038,0
30230,대덕구,202106,1,AD,15.405154700085491,1
11A02,강남지역,202106,0,AD,24.035597902575358,1
41220,평택시,202106,1,AD,8.094911990128207,2
29000,광주,202106,3,AD,13.921745701708122,0
45113,덕진구,202106,1,AD,32.378475714583935,2
11620,관악구,202106,1,AD,21.989892000137196,3
46110,목포시,202106,1,AD,16.508439960735956,1
26500,수영구,202106,1,AD,20.98038722541757,2
46000,전남,202101,0,MD,17.529004822317322,0
26710,기장군,202101,1,MD,13.333333333333334,2
A9000,9개도,202101,1,MD,14.299251250583191,0
48120,창원시,202101,1,MD,24.0633850872266,1
41133,중원구,202101,1,MD,15.873460246360583,3
42190,태백시,202101,1,MD,13.721804511278195,1
11A15,동남권,202101,7,MD,25,2
44250,계룡시,202101,1,MD,11.527473257590858,1
47130,경주시,202101,1,MD,10.990338164251206,1
A2001,지방권,202101,3,MD,15.325410653510293,0
41210,광명시,202105,1,M,57.798534798534796,2
26A01,동부산권,202105,7,M,42.22866958827031,1
26440,강서구,202105,1,AD,11.425462774293235,2
41A06,동부1권,202105,3,AD,24.877746484512052,1
41281,덕양구,202105,1,AD,15.646105657538065,3
41210,광명시,202105,1,AD,13.251196741480499,2
11170,용산구,202105,1,AD,11.550292816486293,3
26A02,중부산권,202105,0,AD,24.066406191424193,1
42150,강릉시,202105,1,AD,13.96591559078519,1
A9000,9개도,202105,7,AD,20.395755310931186,0
47150,김천시,202105,1,AD,10.698874140671016,1
26A02,중부산권,202105,1,AD,22.050952442045556,1
41A06,동부1권,202105,7,AD,25.484165354870886,1
11A14,서남권,202105,0,AD,23.447381589510087,2
41130,성남시,202105,1,AD,24.256574781751738,2
26A03,서부산권,202105,3,AD,19.409144980134247,1
48121,의창구,202105,1,AD,27.97664936147261,2
11A02,강남지역,202105,1,AD,23.88192021604708,1
41A02,경부1권,202105,3,AD,25.16213689548625,1
11A12,동북권,202105,7,AD,33.67189825940379,2
A1000,전국,202105,0,AD,18.197403745786012,0
44133,서북구,202105,1,AD,10.168301626405567,2
11A11,도심권,202106,1,AD,13.395752582603851,2
41115,팔달구,202106,1,AD,12.619181631854756,3
41461,처인구,202105,1,AD,17.716131805821746,3
11410,서대문구,202105,1,AD,29.48396401161501,3
41450,하남시,202105,1,AD,18.056648674860092,2
45000,전북,202105,7,AD,19.69473763182049,0
27000,대구,202105,1,AD,7.669091564752757,0
41A03,경부2권,202105,0,AD,15.770030349729684,1
48000,경남,202105,0,AD,25.640662957544723,0
41280,고양시,202105,1,AD,12.782324428157605,2
26000,부산,202105,7,AD,29.118296535628087,0
42000,강원,202105,3,AD,12.138259979785357,0
26500,수영구,202105,1,AD,21.177490820089076,2
44000,충남,202105,7,AD,21.738082056871978,0
45111,완산구,202105,1,AD,32.76376752503295,2
30200,유성구,202105,1,AD,14.04963775589772,1
41A05,경원권,202105,7,AD,22.295306293684906,1
48170,진주시,202105,1,AD,42.47405841023685,1
47290,경산시,202105,1,AD,8.846855178524812,1
41287,일산서구,202106,1,AD,9.330630377038323,3
47850,칠곡군,202106,1,AD,11.422684163132331,1
A6000,8개도,202106,1,AD,16.212551125802246,0
11230,동대문구,202106,1,AD,29.31249265962732,3
A2001,지방권,202106,7,AD,20.65197939470484,0
28000,인천,202106,7,MD,19.444444444444446,0
28260,서구,202106,1,MD,7.989361702127659,1
41A01,서해안권,202106,0,MD,13.162493517067459,1
26380,사하구,202106,1,MD,13.333333333333334,2
41A01,서해안권,202106,7,MD,21.72195274604913,1
11A12,동북권,202106,1,MD,24.366784819437605,2
48129,진해구,202106,1,MD,15.384615384615385,2
44150,공주시,202106,1,MD,16.194597429845263,1
11740,강동구,202101,1,M,55.84499500214193,3
47000,경북,202101,1,M,79.66982149481912,0
41150,의정부시,202101,1,M,78.46044269121192,2
11A01,강북지역,202101,1,M,60.646964652616816,1
41A01,서해안권,202101,1,M,69.8333345563779,1
41A07,동부2권,202101,7,M,49.271844660194176,1
29155,남구,202101,1,M,70.65454545454546,1
11230,동대문구,202101,1,M,59.86497645457183,3
41590,화성시,202101,1,M,69.58621701596928,2
26440,강서구,202101,1,M,63.976945244956774,2
50000,제주,202101,3,M,67.22000275520044,0
26A02,중부산권,202101,3,M,69.91869918699187,1
44000,충남,202101,3,M,75,0
28177,미추홀구,202101,1,M,76.38888888888889,1
27710,달성군,202101,1,M,75.1542766579169,1
42000,강원,202101,3,M,75.91240875912408,0
30000,대전,202102,7,A,45.741353692438935,0
42000,강원,202102,7,A,50.85540385881075,0
43000,충북,202102,7,A,45.38825923826221,0
44000,충남,202102,7,A,45.55562105570069,0
41390,시흥시,202102,1,M,68.84017641499527,2
41370,오산시,202102,1,M,74.68041620215533,2
41310,구리시,202102,1,M,56.1946415800187,2
41450,하남시,202102,1,M,57.72737900397475,2
41500,이천시,202102,1,M,82.72406181015452,2
41480,파주시,202102,1,M,73.5495059911709,2
28177,미추홀구,202102,1,M,76.0788708216108,1
26500,수영구,202102,1,M,60.20236654565012,2
26710,기장군,202102,1,M,74.15966386554622,2
26320,북구,202102,1,M,71.69638867449324,2
30230,대덕구,202102,1,M,73.25119236883944,1
27230,북구,202102,1,M,81.35392409200473,1
31110,중구,202102,1,M,73.58925042348956,1
47000,경북,202105,0,AD,12.588293197555481,0
43112,서원구,202105,1,AD,14.543084132487186,2
46150,순천시,202105,1,AD,18.03033856087644,1
41480,파주시,202105,1,AD,9.490801297116294,2
42000,강원,202105,7,AD,15.514759334133949,0
44130,천안시,202105,1,MD,9.65135520780575,1
41A06,동부1권,202105,1,MD,15.360400868558283,1
A2000,수도권,202105,1,MD,15.069042109999021,0
11545,금천구,202105,1,MD,17.467581998474447,3
45000,전북,202105,7,MD,19.565217391304348,0
41550,안성시,202105,1,MD,11.56417112299465,2
48129,진해구,202105,1,MD,15.018796992481203,2
48000,경남,202105,1,MD,21.555878476563926,0
50000,제주,202105,7,MD,4.545454545454546,0
45000,전북,202104,1,AD,24.222800896104154,0
45190,남원시,202104,1,AD,23.23112499495948,1
11200,성동구,202106,1,M,58.32553936876813,3
26A02,중부산권,202106,1,M,70.78896997897509,1
45130,군산시,202106,1,M,84.88999584889996,1
42230,삼척시,202106,1,M,77.96934865900383,1
26140,서구,202106,1,M,72.336860670194,2
41A06,동부1권,202106,3,M,70.39645279081898,1
41115,팔달구,202106,1,M,58.25614064368967,3
A9000,9개도,202106,7,M,45.52823880440439,0
11320,도봉구,202106,1,M,61.26372388035675,3
26110,중구,202106,1,M,74.40476190476191,2
11A13,서북권,202106,1,M,58.995155441271486,2
48000,경남,202106,1,M,74.22185925788334,0
48220,통영시,202106,1,M,66.66666666666666,1
45180,정읍시,202106,1,M,76.1634199134199,1
41A01,서해안권,202106,3,M,69.44444444444444,1
41250,동두천시,202106,1,M,83.90751445086705,2
41131,수정구,202106,1,M,52.85093203547313,3
41110,수원시,202106,1,M,66.57952186358644,2
41000,경기,202106,7,M,48.848896777027804,0
A3000,6대광역시,202106,1,M,72.57763859381188,0
26710,기장군,202106,1,M,75.46096225871506,2
41117,영통구,202106,1,M,65.90175080741119,3
45180,정읍시,202101,1,M,76.78708097351905,1
45190,남원시,202101,1,M,74.05433833452409,1
41A01,서해안권,202101,7,M,48.806202600216686,1
41480,파주시,202101,1,M,73.99782976148244,2
30200,유성구,202101,1,M,68.85304659498208,1
26200,영도구,202101,1,M,77.11334206314564,2
41360,남양주시,202101,1,M,74.17989417989418,2
45000,전북,202101,3,M,71.08433734939759,0
31710,울주군,202102,1,M,73.99283468596914,1
43113,흥덕구,202102,1,M,79.4389984509745,2
43114,청원구,202102,1,M,79.56521739130436,2
44250,계룡시,202102,1,M,78.10992180134213,1
46230,광양시,202102,1,M,80.99033816425121,1
47230,영천시,202102,1,M,75.6224469947481,1
26A02,중부산권,202101,3,MD,22.55639097744361,1
26A02,중부산권,202101,1,MD,19.850853718857184,1
31710,울주군,202101,1,MD,19.112850619699934,1
43111,상당구,202101,1,MD,12.171637369148726,2
27140,동구,202101,1,MD,8.19672131147541,1
26A03,서부산권,202101,0,MD,17.91147498704584,1
11A12,동북권,202101,1,MD,24.64647089294026,2
41000,경기,202101,1,MD,13.442800882631925,0
30000,대전,202101,0,MD,15.939324331916344,0
41173,동안구,202104,1,AD,13.908955238336166,3
41115,팔달구,202104,1,AD,12.648563251382198,3
41480,파주시,202104,1,AD,9.531156534486959,2
41570,김포시,202104,1,MD,10.033444816053512,2
