region_cd,region_nm,research_date,deal_obj,all_cnt,age01_cnt,age02_cnt,age04_cnt,age05_cnt,age06_cnt,age07_cnt
41250,동두천시,202101,07,586,35,90,135,82,33,48
11290,성북구,202101,07,272,12,124,41,16,12,1
11530,구로구,202101,07,300,18,133,46,27,11,15
47110,포항시,202101,06,1030,63,190,219,160,65,36
44130,천안시,202101,06,1132,102,255,218,157,62,63
41130,성남시,202101,06,1356,112,380,249,188,85,31
48120,창원시,202101,06,1222,51,271,283,192,72,28
41110,수원시,202101,06,3247,307,886,518,374,156,166
41460,용인시,202101,06,2167,140,620,371,219,147,155
45110,전주시,202101,06,1041,57,167,260,171,77,67
41270,안산시,202101,06,1318,97,310,251,147,79,101
43110,청주시,202101,06,1712,131,406,294,243,114,83
41280,고양시,202101,06,2089,174,587,384,280,162,6
41170,안양시,202101,06,1152,88,399,184,128,60,29
47110,포항시,202101,07,802,54,164,157,113,50,23
44130,천안시,202101,07,999,97,243,181,127,50,51
41130,성남시,202101,07,754,38,250,126,88,45,0
48120,창원시,202101,07,981,46,238,204,148,52,16
41110,수원시,202101,07,2690,210,835,418,301,133,51
41460,용인시,202101,07,1624,108,554,269,155,108,5
45110,전주시,202101,07,890,53,156,216,141,64,42
43110,청주시,202101,07,1506,119,380,248,213,105,45
41270,안산시,202101,07,951,82,268,177,108,56,31
41280,고양시,202101,07,1734,149,530,309,204,114,1
41170,안양시,202101,07,869,64,359,123,81,36,0
50130,서귀포시,202101,06,372,11,60,108,58,24,9
26530,사상구,202101,06,264,14,52,64,45,12,14
27000,대구,202101,06,2954,177,570,646,455,205,214
27110,중구,202101,06,75,6,18,11,9,5,6
26440,강서구,202101,06,122,10,36,28,15,5,4
26320,북구,202101,06,311,21,59,71,52,22,17
26410,금정구,202101,06,295,12,50,75,41,27,35
41670,여주시,202101,06,179,9,23,48,31,23,4
51110,춘천시,202101,06,528,25,117,128,73,27,7
41830,양평군,202101,06,212,11,24,64,43,26,5
41570,김포시,202101,06,407,23,105,68,56,36,8
41650,포천시,202101,06,275,9,35,80,54,28,12
45730,무주군,202101,06,25,0,7,2,6,2,1
45770,순창군,202101,06,18,2,2,3,4,2,1
45800,부안군,202101,06,62,1,8,13,13,7,2
46130,여수시,202101,06,420,20,60,103,51,27,86
51130,원주시,202101,06,1074,46,245,221,177,69,24
45180,정읍시,202101,06,107,6,15,26,17,14,1
45710,완주군,202101,06,132,4,21,32,16,10,4
45720,진안군,202101,06,18,2,2,5,4,2,0
45140,익산시,202101,06,504,32,51,136,93,42,29
28710,강화군,202101,06,105,4,15,31,21,10,4
28720,옹진군,202101,06,12,0,0,6,4,0,0
27290,달서구,202101,06,482,24,75,106,95,35,43
27230,북구,202101,06,613,46,116,134,97,49,49
28110,중구,202101,06,287,27,59,56,52,17,3
46810,강진군,202101,06,42,0,9,16,3,6,2
46870,영광군,202101,06,55,2,6,10,13,13,6
46770,고흥군,202101,06,55,1,8,13,8,10,1
46800,장흥군,202101,06,36,1,4,11,5,7,0
46170,나주시,202101,06,264,20,73,52,36,14,3
46230,광양시,202101,06,282,24,53,63,47,10,6
44810,예산군,202101,06,88,4,13,17,26,9,3
45111,완산구,202101,06,509,27,86,120,90,37,43
44210,서산시,202101,06,319,17,77,67,47,27,5
44270,당진시,202101,06,199,7,34,39,44,15,7
30000,대전,202101,06,2525,183,610,505,360,148,132
30140,중구,202101,06,397,40,90,78,56,29,11
29110,동구,202101,06,119,4,26,20,16,18,4
51230,삼척시,202101,06,77,5,10,21,21,6,1
51800,양구군,202101,06,21,1,6,7,3,1,0
51750,영월군,202101,06,37,0,9,11,11,1,1
51730,횡성군,202101,06,55,1,11,20,15,3,0
51770,정선군,202101,06,42,1,7,9,13,2,2
51170,동해시,202101,06,152,9,15,48,27,13,0
47940,울릉군,202101,06,2,0,0,1,0,1,0
48121,의창구,202101,06,187,8,44,41,31,11,4
47850,칠곡군,202101,06,220,8,50,52,36,7,0
47760,영양군,202101,06,10,0,1,5,0,0,0
41135,분당구,202101,06,659,31,201,116,78,34,10
41131,수정구,202101,06,256,26,54,61,38,21,3
36110,세종시,202101,06,933,40,166,161,128,54,165
48820,고성군,202101,06,49,3,8,6,9,4,1
48840,남해군,202101,06,46,0,4,21,7,7,1
48850,하동군,202101,06,36,1,7,13,3,4,0
48870,함양군,202101,06,31,0,2,5,7,3,9
48730,함안군,202101,06,78,5,22,19,17,4,1
48250,김해시,202101,06,1033,56,249,229,105,50,42
48310,거제시,202101,06,620,35,149,134,65,20,15
48740,창녕군,202101,06,67,3,7,21,18,8,0
48270,밀양시,202101,06,178,3,22,51,48,12,1
47130,경주시,202101,06,382,17,68,98,75,23,4
47230,영천시,202101,06,189,3,29,44,63,12,3
47290,경산시,202101,06,491,28,89,121,84,33,5
47720,군위군,202101,06,16,0,4,9,2,0,0
47111,남구,202101,06,299,17,51,76,46,24,6
47150,김천시,202101,06,358,16,83,75,50,18,7
47113,북구,202101,06,731,46,139,143,114,41,30
46910,신안군,202101,06,17,1,0,5,7,2,1
47000,경북,202101,06,4732,223,936,1078,796,287,133
41370,오산시,202101,06,601,40,140,133,51,41,14
41390,시흥시,202101,06,987,77,241,192,106,58,82
41410,군포시,202101,06,809,79,260,126,118,40,5
41430,의왕시,202101,06,394,31,136,66,36,28,2
41285,일산동구,202101,06,487,45,121,85,81,23,0
41273,단원구,202101,06,716,49,202,122,76,36,38
43113,흥덕구,202101,06,611,54,148,88,80,43,57
43750,진천군,202101,06,163,10,36,34,26,9,3
43800,단양군,202101,06,30,0,3,10,8,3,0
44131,동남구,202101,06,434,31,68,93,78,26,27
43150,제천시,202101,06,357,16,66,101,56,27,4
43730,옥천군,202101,06,90,1,15,16,22,13,3
43111,상당구,202101,06,302,21,59,56,50,28,9
43114,청원구,202101,06,362,19,106,67,46,21,6
43745,증평군,202101,06,53,0,10,10,16,6,0
11290,성북구,202101,06,562,36,182,103,45,30,34
11350,노원구,202101,06,782,71,305,111,57,35,26
11170,용산구,202101,06,265,20,73,56,37,15,8
A1000,전국,202101,06,90679,5637,20574,18017,12708,5786,6124
11470,양천구,202101,06,681,54,173,116,75,35,43
26140,서구,202101,06,164,10,35,28,42,16,6
11545,금천구,202101,06,253,19,69,45,28,10,37
11560,영등포구,202101,06,399,21,157,71,36,16,25
11440,마포구,202101,06,444,34,139,78,43,19,42
31000,울산,202101,06,1755,85,335,320,218,110,311
31110,중구,202101,06,255,13,43,50,38,28,31
29155,남구,202101,06,373,17,67,65,59,18,50
51810,인제군,202101,06,20,0,1,5,3,2,0
51820,고성군,202101,06,34,2,5,6,10,3,4
51720,홍천군,202101,06,88,3,11,16,28,8,1
47840,성주군,202101,06,41,2,3,10,13,4,2
47930,울진군,202101,06,72,3,14,15,10,4,2
47770,영덕군,202101,06,30,2,5,6,7,3,1
41190,부천시,202101,06,1494,113,373,305,210,89,71
11380,은평구,202101,06,846,67,205,157,129,72,72
26710,기장군,202101,06,412,18,92,76,56,39,3
26230,부산진구,202101,06,507,36,88,97,82,48,60
51000,강원,202101,06,3068,128,549,742,550,205,82
41480,파주시,202101,06,879,39,119,220,135,74,55
45790,고창군,202101,06,34,1,9,8,5,3,0
46150,순천시,202101,06,848,17,140,255,126,51,45
45130,군산시,202101,06,690,29,137,146,103,64,25
27260,수성구,202101,06,463,26,80,84,47,31,65
28185,연수구,202101,06,977,86,301,154,112,50,22
46840,무안군,202101,06,138,6,35,21,24,6,0
46720,곡성군,202101,06,31,0,1,7,5,3,11
44230,논산시,202101,06,117,4,26,29,17,10,4
45000,전북,202101,06,2825,146,443,684,476,235,133
29170,북구,202101,06,855,49,162,161,101,46,134
51780,철원군,202101,06,34,0,7,10,8,3,2
51210,속초시,202101,06,299,8,31,90,43,21,12
48000,경남,202101,06,5605,267,1216,1272,838,330,128
47900,예천군,202101,06,117,9,33,24,17,9,2
41173,동안구,202101,06,753,53,300,85,76,29,26
41115,팔달구,202101,06,403,37,102,48,37,23,84
48240,사천시,202101,06,178,11,39,35,22,12,13
11215,광진구,202101,06,326,19,60,48,33,28,67
11000,서울,202101,06,12275,759,3467,2031,1338,682,1427
11200,성동구,202101,06,300,25,118,40,17,12,14
11410,서대문구,202101,06,350,22,109,59,31,18,28
50110,제주시,202101,06,732,37,168,152,85,25,19
26260,동래구,202101,06,290,19,60,67,54,22,20
27170,서구,202101,06,180,10,31,53,28,14,21
26470,연제구,202101,06,417,16,66,62,87,41,74
41820,가평군,202101,06,63,4,11,9,16,9,3
41463,기흥구,202101,06,933,50,265,144,86,69,97
46000,전남,202101,06,3161,125,520,820,491,218,248
45190,남원시,202101,06,76,6,9,20,13,6,2
28200,남동구,202101,06,1614,73,258,285,212,71,369
29000,광주,202101,06,2646,141,499,488,337,139,339
46730,구례군,202101,06,19,1,3,5,5,1,0
46880,장성군,202101,06,43,2,3,12,9,3,0
46710,담양군,202101,06,31,1,3,16,5,0,0
44825,태안군,202101,06,91,2,8,26,31,9,3
44710,금산군,202101,06,60,1,4,16,13,9,1
44150,공주시,202101,06,155,8,20,31,30,16,10
30230,대덕구,202101,06,280,22,51,67,46,16,4
29140,서구,202101,06,518,30,109,90,81,22,43
30200,유성구,202101,06,661,41,196,124,81,29,28
51830,양양군,202101,06,58,1,7,13,11,6,3
48127,마산회원구,202101,06,271,12,55,68,43,17,6
48129,진해구,202101,06,297,10,66,66,48,16,6
41113,권선구,202101,06,1121,73,259,212,147,63,57
48880,거창군,202101,06,77,5,12,21,15,4,4
48170,진주시,202101,06,886,44,206,201,134,47,6
48720,의령군,202101,06,19,0,0,6,9,3,0
47170,안동시,202101,06,289,9,61,64,50,25,5
47730,의성군,202101,06,36,1,7,7,7,4,0
41287,일산서구,202101,06,609,54,172,118,76,52,1
41271,상록구,202101,06,602,48,108,129,71,43,63
43760,괴산군,202101,06,33,1,2,12,7,4,3
44133,서북구,202101,06,698,71,187,125,79,36,36
43740,영동군,202101,06,76,1,17,22,14,0,1
11230,동대문구,202101,06,467,29,148,62,34,21,83
11110,종로구,202101,06,142,13,37,37,14,8,6
11680,강남구,202101,06,473,12,118,85,47,17,53
11620,관악구,202101,06,442,30,132,88,74,26,7
11650,서초구,202101,06,522,18,142,87,44,20,76
50000,제주,202101,06,1104,48,228,260,143,49,28
26290,남구,202101,06,402,24,74,78,62,30,50
41550,안성시,202101,06,571,26,87,107,74,36,140
41800,연천군,202101,06,31,1,6,9,5,7,0
41630,양주시,202101,06,619,28,83,130,118,63,15
46110,목포시,202101,06,457,18,77,92,71,34,43
28000,인천,202101,06,7344,499,1512,1403,1049,390,882
28177,미추홀구,202101,06,924,40,153,164,120,56,186
46860,함평군,202101,06,14,0,2,4,3,2,0
46780,보성군,202101,06,36,1,4,7,6,2,4
45113,덕진구,202101,06,532,30,81,140,81,40,24
31140,남구,202101,06,590,21,80,63,55,45,264
30170,서구,202101,06,817,56,213,152,120,46,50
51790,화천군,202101,06,7,0,0,3,3,0,0
51190,태백시,202101,06,69,4,5,19,16,3,2
48125,마산합포구,202101,06,336,14,73,78,52,24,10
41150,의정부시,202101,06,1108,105,231,228,174,104,3
48890,합천군,202101,06,42,0,6,11,16,3,1
48330,양산시,202101,06,802,45,162,167,120,57,6
47250,상주시,202101,06,101,4,14,25,20,14,1
46900,진도군,202101,06,28,3,6,7,4,3,0
41281,덕양구,202101,06,993,75,294,181,123,87,5
41290,과천시,202101,06,76,0,22,20,9,4,0
43130,충주시,202101,06,615,23,115,137,127,40,20
41461,처인구,202101,06,600,57,104,139,88,36,56
43720,보은군,202101,06,21,1,3,5,8,0,0
11305,강북구,202101,06,534,39,110,94,67,34,92
11710,송파구,202101,06,740,34,161,112,79,30,169
11530,구로구,202101,06,537,31,198,84,59,24,63
26500,수영구,202101,06,321,13,48,41,29,25,124
26380,사하구,202101,06,503,30,87,120,78,38,22
41590,화성시,202101,06,1542,149,529,212,132,79,16
45210,김제시,202101,06,91,6,14,19,25,5,0
45740,장수군,202101,06,12,0,1,7,3,1,0
28245,계양구,202101,06,697,58,158,170,105,36,32
28260,서구,202101,06,1329,78,276,269,162,70,193
46830,영암군,202101,06,127,0,13,34,14,8,35
46790,화순군,202101,06,71,3,5,14,27,5,3
44800,홍성군,202101,06,162,10,29,38,32,10,3
44200,아산시,202101,06,1189,69,299,233,141,73,27
44180,보령시,202101,06,106,4,15,25,23,6,0
31170,동구,202101,06,192,12,45,44,21,5,4
43000,충북,202101,06,3387,199,722,690,562,242,128
31710,울주군,202101,06,376,18,74,95,56,23,6
48123,성산구,202101,06,131,7,33,30,18,4,2
47820,청도군,202101,06,61,1,6,24,14,2,1
36000,세종,202101,06,933,40,166,161,128,54,165
41117,영통구,202101,06,1125,96,382,155,114,44,4
48860,산청군,202101,06,27,1,1,11,7,2,0
48220,통영시,202101,06,214,4,49,38,44,18,0
47750,청송군,202101,06,25,0,2,12,4,1,0
47190,구미시,202101,06,1014,44,241,210,132,40,55
47210,영주시,202101,06,109,8,15,22,21,7,4
44000,충남,202101,06,3855,236,812,804,616,273,132
11260,중랑구,202101,06,531,16,108,89,69,25,157
11320,도봉구,202101,06,678,26,145,101,77,49,171
26000,부산,202101,06,4997,287,932,985,808,401,555
11590,동작구,202101,06,471,27,145,74,54,39,35
27140,동구,202101,06,440,21,71,100,81,37,13
26200,영도구,202101,06,163,13,27,32,36,14,6
41500,이천시,202101,06,385,20,100,80,67,24,3
41465,수지구,202101,06,634,33,251,88,45,42,2
28140,동구,202101,06,139,10,26,25,24,14,4
27710,달성군,202101,06,550,33,154,121,73,22,5
46820,해남군,202101,06,103,1,7,67,14,7,1
44250,계룡시,202101,06,99,5,20,26,19,7,0
44760,부여군,202101,06,62,1,7,16,17,7,3
29200,광산구,202101,06,781,41,135,152,80,35,108
51760,평창군,202101,06,80,4,6,15,14,9,11
51150,강릉시,202101,06,393,18,56,100,74,28,12
47830,고령군,202101,06,36,2,2,13,10,2,0
41111,장안구,202101,06,598,101,143,103,76,26,21
41210,광명시,202101,06,458,52,177,67,33,15,1
47280,문경시,202101,06,79,3,17,16,15,7,3
41360,남양주시,202101,06,1686,132,364,346,240,132,7
41250,동두천시,202101,06,703,40,94,153,100,39,109
43770,음성군,202101,06,237,15,49,49,35,26,11
11140,중구,202101,06,144,8,38,26,22,7,4
26170,동구,202101,06,151,11,29,39,29,14,4
26110,중구,202101,06,54,3,7,13,8,5,3
26350,해운대구,202101,06,621,37,122,94,92,43,113
41610,광주시,202101,06,759,42,146,171,135,53,24
45750,임실군,202101,06,15,0,0,7,3,0,1
28237,부평구,202101,06,1260,123,266,243,237,66,69
27200,남구,202101,06,151,11,25,37,25,12,12
44790,청양군,202101,06,18,0,2,6,2,5,1
44770,서천군,202101,06,58,2,3,17,17,8,2
31200,북구,202101,06,342,21,93,68,48,9,6
30110,동구,202101,06,370,24,60,84,57,28,39
47920,봉화군,202101,06,24,0,2,6,6,6,2
41171,만안구,202101,06,399,35,99,99,52,31,3
41000,경기,202101,06,27513,2094,7057,5128,3543,1818,1087
41133,중원구,202101,06,441,55,125,72,72,30,18
46890,완도군,202101,06,44,3,8,6,8,4,1
41450,하남시,202101,06,392,14,129,61,59,29,9
41220,평택시,202101,06,1258,104,353,227,170,72,6
41310,구리시,202101,06,296,28,87,49,35,20,5
43112,서원구,202101,06,437,37,93,83,67,22,11
11740,강동구,202101,06,531,24,121,71,54,50,78
11500,강서구,202101,06,855,64,274,137,113,42,37
50000,제주,202101,07,467,25,105,92,59,14,8
50110,제주시,202101,07,327,19,75,57,36,10,7
26260,동래구,202101,07,179,9,41,35,34,18,7
26350,해운대구,202101,07,333,17,90,57,53,29,16
26530,사상구,202101,07,231,13,47,54,40,10,8
27170,서구,202101,07,64,2,13,17,6,3,17
27110,중구,202101,07,41,5,10,8,5,2,0
26200,영도구,202101,07,111,10,12,26,30,9,2
26380,사하구,202101,07,348,24,67,88,53,28,5
26230,부산진구,202101,07,327,26,63,67,53,37,5
26470,연제구,202101,07,184,7,47,36,23,27,2
41550,안성시,202101,07,527,26,84,90,64,33,135
41800,연천군,202101,07,13,0,3,4,3,1,0
41820,가평군,202101,07,21,1,7,2,3,3,0
41830,양평군,202101,07,65,4,10,20,8,8,0
41570,김포시,202101,07,291,12,94,40,34,24,2
41463,기흥구,202101,07,705,43,235,115,70,55,2
41610,광주시,202101,07,302,19,85,59,48,19,1
41465,수지구,202101,07,585,31,242,78,36,34,1
45770,순창군,202101,07,2,1,0,0,0,0,1
45800,부안군,202101,07,28,0,5,5,7,3,0
46150,순천시,202101,07,755,17,132,240,110,45,7
45740,장수군,202101,07,1,0,0,1,0,0,0
45190,남원시,202101,07,41,6,8,7,2,4,1
45720,진안군,202101,07,5,0,1,1,1,1,0
28140,동구,202101,07,75,3,12,15,10,10,2
28185,연수구,202101,07,935,81,298,147,102,48,15
28260,서구,202101,07,718,44,217,127,93,38,19
28110,중구,202101,07,213,20,53,40,39,10,1
27230,북구,202101,07,483,43,104,114,77,40,5
27260,수성구,202101,07,315,21,72,60,35,26,5
28000,인천,202101,07,4528,335,1209,824,617,231,203
46880,장성군,202101,07,20,1,1,5,2,1,0
46790,화순군,202101,07,44,1,3,8,16,5,2
46710,담양군,202101,07,8,0,1,3,3,0,0
46720,곡성군,202101,07,15,0,0,6,0,0,8
44230,논산시,202101,07,72,3,19,14,12,4,3
44770,서천군,202101,07,16,1,1,6,1,3,0
44250,계룡시,202101,07,86,4,17,20,18,7,0
44710,금산군,202101,07,24,0,2,5,4,5,0
44180,보령시,202101,07,64,2,14,10,13,2,0
30230,대덕구,202101,07,199,17,42,49,28,12,1
31000,울산,202101,07,1258,77,311,269,162,91,17
31140,남구,202101,07,261,17,71,46,40,41,0
31200,북구,202101,07,319,21,92,61,41,8,5
29140,서구,202101,07,408,30,106,67,58,18,4
30200,유성구,202101,07,568,35,184,106,64,26,9
51780,철원군,202101,07,9,0,3,2,0,3,0
51810,인제군,202101,07,5,0,1,1,1,1,0
51820,고성군,202101,07,13,2,3,2,2,1,1
43000,충북,202101,07,2804,172,660,533,431,208,78
51730,횡성군,202101,07,18,1,6,6,4,0,0
51150,강릉시,202101,07,308,14,50,82,52,18,7
47940,울릉군,202101,07,0,0,0,0,0,0,0
48121,의창구,202101,07,144,7,38,24,22,9,2
48123,성산구,202101,07,120,7,31,27,17,4,2
45113,덕진구,202101,07,456,26,76,111,68,30,20
46890,완도군,202101,07,8,2,1,1,0,1,0
47760,영양군,202101,07,2,0,1,1,0,0,0
47900,예천군,202101,07,97,8,33,16,12,7,2
41150,의정부시,202101,07,811,76,195,164,139,68,1
41210,광명시,202101,07,293,31,134,30,16,5,0
41000,경기,202101,07,20938,1560,6171,3666,2455,1297,311
41133,중원구,202101,07,115,9,45,14,18,8,0
48720,의령군,202101,07,0,0,0,0,0,0,0
48890,합천군,202101,07,8,0,1,3,2,1,0
48250,김해시,202101,07,914,50,240,195,82,40,14
48220,통영시,202101,07,177,4,45,32,28,13,0
47170,안동시,202101,07,193,9,48,28,31,15,2
47250,상주시,202101,07,59,3,10,9,11,8,0
46900,진도군,202101,07,11,3,0,2,3,0,0
47150,김천시,202101,07,317,12,80,65,39,12,4
47210,영주시,202101,07,59,5,10,13,13,3,1
41287,일산서구,202101,07,546,50,165,108,56,45,1
41360,남양주시,202101,07,1361,109,325,261,183,92,2
41390,시흥시,202101,07,793,70,223,155,93,48,0
41430,의왕시,202101,07,298,27,115,48,22,18,0
41461,처인구,202101,07,334,34,77,76,49,19,2
41271,상록구,202101,07,379,36,86,73,48,29,29
41285,일산동구,202101,07,402,40,107,64,59,15,0
41273,단원구,202101,07,572,46,182,104,60,27,2
43113,흥덕구,202101,07,528,49,139,77,70,39,29
43720,보은군,202101,07,4,0,2,0,2,0,0
43760,괴산군,202101,07,2,0,1,1,0,0,0
43770,음성군,202101,07,197,14,45,34,26,22,9
44131,동남구,202101,07,356,29,62,69,61,16,25
43730,옥천군,202101,07,58,1,11,11,13,10,1
43111,상당구,202101,07,268,21,56,42,42,26,6
43740,영동군,202101,07,54,0,17,16,5,0,1
43112,서원구,202101,07,393,31,88,74,62,21,7
11305,강북구,202101,07,135,7,54,19,17,8,0
11350,노원구,202101,07,632,58,284,76,38,23,0
11320,도봉구,202101,07,285,16,115,39,30,20,1
11170,용산구,202101,07,121,3,36,26,20,5,1
11000,서울,202101,07,5945,305,2353,889,496,279,92
11470,양천구,202101,07,285,10,83,42,18,16,2
11740,강동구,202101,07,250,8,81,32,19,19,2
26110,중구,202101,07,35,1,4,9,6,3,0
26170,동구,202101,07,87,9,14,29,14,7,1
11620,관악구,202101,07,182,9,77,33,16,13,0
11410,서대문구,202101,07,181,11,80,22,10,7,0
11560,영등포구,202101,07,254,10,123,46,18,4,2
11590,동작구,202101,07,237,13,98,37,20,16,0
48000,경남,202101,07,4650,248,1111,979,604,254,61
47930,울진군,202101,07,26,1,9,3,2,1,0
41131,수정구,202101,07,74,5,23,15,8,9,0
41171,만안구,202101,07,247,19,81,59,26,16,0
41115,팔달구,202101,07,279,28,87,32,18,15,48
48870,함양군,202101,07,11,0,1,1,2,2,1
48170,진주시,202101,07,813,42,199,177,113,46,2
48740,창녕군,202101,07,33,2,4,11,6,6,0
47111,남구,202101,07,210,16,41,47,26,16,4
41500,이천시,202101,07,297,14,91,54,43,17,3
46000,전남,202101,07,2290,106,436,567,322,132,118
45750,임실군,202101,07,8,0,0,2,2,0,1
28200,남동구,202101,07,982,49,210,160,149,46,134
28710,강화군,202101,07,18,0,6,5,3,0,0
27290,달서구,202101,07,342,19,71,73,56,23,16
28177,미추홀구,202101,07,372,16,94,73,50,28,15
46820,해남군,202101,07,22,1,5,3,6,3,0
46170,나주시,202101,07,224,18,71,41,25,11,0
46780,보성군,202101,07,14,0,3,6,0,1,0
31110,중구,202101,07,182,11,37,40,26,20,5
30110,동구,202101,07,263,15,52,66,48,19,7
51790,화천군,202101,07,1,0,0,0,0,0,0
51750,영월군,202101,07,15,0,4,6,1,1,1
51210,속초시,202101,07,265,7,25,81,38,19,7
51170,동해시,202101,07,123,9,15,38,20,9,0
47820,청도군,202101,07,14,0,1,7,1,0,0
47770,영덕군,202101,07,6,1,2,0,1,1,0
41190,부천시,202101,07,838,74,261,144,98,52,0
48880,거창군,202101,07,41,5,7,10,6,3,1
48330,양산시,202101,07,754,44,156,147,113,51,5
47230,영천시,202101,07,128,2,24,24,44,5,3
47750,청송군,202101,07,12,0,1,4,3,0,0
46910,신안군,202101,07,0,0,0,0,0,0,0
41670,여주시,202101,07,102,7,15,27,8,11,1
51000,강원,202101,07,2450,115,489,571,370,160,54
41630,양주시,202101,07,524,21,75,111,92,54,2
45790,고창군,202101,07,13,0,4,4,1,0,0
45140,익산시,202101,07,420,32,48,108,74,34,16
28237,부평구,202101,07,751,80,198,141,108,35,11
27710,달성군,202101,07,503,32,149,102,68,19,3
46830,영암군,202101,07,94,0,7,24,7,4,35
46230,광양시,202101,07,241,23,48,50,38,5,4
45000,전북,202101,07,2266,130,400,517,348,180,81
45111,완산구,202101,07,434,27,80,105,73,34,22
44270,당진시,202101,07,135,5,26,29,24,8,2
31170,동구,202101,07,178,12,45,41,18,4,4
29200,광산구,202101,07,615,39,127,135,66,33,9
51830,양양군,202101,07,38,0,6,7,7,4,2
51190,태백시,202101,07,45,4,5,11,5,1,2
51770,정선군,202101,07,19,0,4,3,6,2,0
48129,진해구,202101,07,237,9,58,44,41,12,4
41117,영통구,202101,07,1082,93,372,147,105,44,2
41135,분당구,202101,07,565,24,182,97,62,28,0
36000,세종,202101,07,877,37,163,144,119,48,159
48240,사천시,202101,07,157,11,37,28,15,10,13
48310,거제시,202101,07,558,32,140,117,60,17,9
47290,경산시,202101,07,439,27,84,100,75,30,2
47730,의성군,202101,07,12,0,5,2,2,1,0
47000,경북,202101,07,3614,183,825,728,551,193,93
41410,군포시,202101,07,692,64,246,93,95,35,1
41220,평택시,202101,07,1134,95,334,198,137,62,5
43750,진천군,202101,07,134,9,33,22,21,8,3
44000,충남,202101,07,3071,209,737,576,429,187,97
43745,증평군,202101,07,42,0,9,7,12,4,0
11260,중랑구,202101,07,170,9,73,31,15,8,0
11380,은평구,202101,07,234,7,104,32,25,18,0
26140,서구,202101,07,82,4,13,17,23,9,1
11500,강서구,202101,07,406,33,187,43,31,19,1
11680,강남구,202101,07,335,8,102,55,34,15,0
44133,서북구,202101,07,643,68,181,112,66,34,26
26440,강서구,202101,07,94,7,30,14,10,5,4
27140,동구,202101,07,303,14,65,61,54,25,1
26320,북구,202101,07,261,19,52,58,41,17,13
51110,춘천시,202101,07,456,23,104,108,58,23,6
45710,완주군,202101,07,102,1,19,24,10,8,3
45130,군산시,202101,07,617,29,133,124,88,53,17
29000,광주,202101,07,2024,125,454,409,266,117,36
46810,강진군,202101,07,15,0,5,4,1,1,1
46870,영광군,202101,07,25,1,2,5,6,7,1
44825,태안군,202101,07,40,2,5,9,16,1,2
44150,공주시,202101,07,107,4,17,17,19,9,9
30000,대전,202101,07,1954,145,540,392,269,110,34
51800,양구군,202101,07,11,1,4,3,1,1,0
51760,평창군,202101,07,31,4,3,2,4,7,3
47920,봉화군,202101,07,6,0,2,2,0,2,0
47830,고령군,202101,07,20,2,0,7,5,1,0
31710,울주군,202101,07,318,16,66,81,37,18,3
48730,함안군,202101,07,50,5,20,11,7,2,0
48270,밀양시,202101,07,103,3,16,31,16,8,0
47130,경주시,202101,07,274,15,61,56,50,19,3
47820,청도군,202102,07,24,1,3,7,5,1,3
47730,의성군,202102,07,9,0,2,1,1,2,0
31000,울산,202102,07,1193,56,279,264,158,70,67
29000,광주,202102,07,1780,107,414,377,236,139,17
29170,북구,202102,07,624,37,144,130,84,55,5
30140,중구,202102,07,241,12,45,60,44,20,7
31110,중구,202102,07,158,8,31,40,28,12,1
11380,은평구,202102,07,179,8,52,28,23,19,0
11170,용산구,202102,07,109,3,32,25,11,4,0
A1000,전국,202102,07,60057,3482,15404,12195,7934,4001,1264
11305,강북구,202102,07,106,4,29,20,15,9,0
11215,광진구,202102,07,98,3,33,20,9,3,0
11320,도봉구,202102,07,279,17,85,46,36,22,4
11260,중랑구,202102,07,156,6,73,17,13,12,1
26110,중구,202102,07,48,4,8,7,8,4,1
26140,서구,202102,07,61,1,16,12,10,9,1
11590,동작구,202102,07,182,6,64,28,19,16,2
11620,관악구,202102,07,167,13,67,30,17,9,0
11740,강동구,202102,07,254,7,86,33,32,19,0
11410,서대문구,202102,07,164,5,65,20,16,17,0
11650,서초구,202102,07,274,1,81,50,26,9,1
11440,마포구,202102,07,218,9,81,31,22,7,0
51760,평창군,202102,07,29,0,7,3,8,4,0
51150,강릉시,202102,07,365,26,73,77,61,31,11
51230,삼척시,202102,07,49,3,11,16,9,2,0
51720,홍천군,202102,07,39,0,4,6,10,4,1
51780,철원군,202102,07,14,0,3,4,2,2,0
51190,태백시,202102,07,44,3,15,9,10,0,0
51790,화천군,202102,07,4,0,2,1,0,0,0
51750,영월군,202102,07,18,1,3,4,3,2,0
51130,원주시,202102,07,871,55,203,172,124,55,24
41281,덕양구,202102,07,371,23,135,65,52,16,1
41290,과천시,202102,07,30,0,4,7,5,2,0
41220,평택시,202102,07,1075,86,265,229,152,72,6
28260,서구,202102,07,729,31,238,115,86,37,10
27000,대구,202102,07,2104,139,497,487,278,188,31
26500,수영구,202102,07,95,3,25,21,13,11,4
48121,의창구,202102,07,103,9,17,15,24,4,3
31170,동구,202102,07,143,10,35,24,24,7,1
31200,북구,202102,07,278,16,95,57,24,5,3
31710,울주군,202102,07,296,10,54,89,42,16,3
45210,김제시,202102,07,46,3,9,10,8,2,2
44770,서천군,202102,07,26,0,5,10,2,2,3
44790,청양군,202102,07,3,0,1,0,1,0,1
44210,서산시,202102,07,241,17,67,42,30,10,2
